niveau;continent;norme_iso_3166;nationalite;refugie;protection_subsidiaire;rejet;cloture;taux_admission;annee;sexe
Nationalite;AFRIQUE;CMR;Cameroun;154;29;789;9;0,188271605;2022;hommes
Nationalite;AFRIQUE;COD;Rep. Dem. Congo;671;89;1999;5;0,275462124;2022;hommes
Nationalite;AFRIQUE;COG;Congo;71;15;617;2;0,122332859;2022;hommes
Nationalite;AFRIQUE;COM;Comores;112;9;1548;10;0,072498502;2022;hommes
Nationalite;AFRIQUE;DJI;Djibouti;31;3;144;1;0,191011236;2022;hommes
Nationalite;AFRIQUE;DZA;Algerie;84;19;1005;21;0,092960289;2022;hommes
Nationalite;AFRIQUE;EGY;Egypte;32;2;452;3;0,069958848;2022;hommes
Nationalite;AFRIQUE;ERI;Erythree;589;0;287;1;0,672374429;2022;hommes
Nationalite;AFRIQUE;ESH;Sahara occ. (origine);16;3;183;0;0,094059406;2022;hommes
Nationalite;AFRIQUE;ETH;Ethiopie;214;13;315;5;0,418819188;2022;hommes
Nationalite;AFRIQUE;GAB;Gabon;23;4;129;4;0,173076923;2022;hommes
Nationalite;AFRIQUE;GHA;Ghana;2;1;102;1;0,028571429;2022;hommes
Nationalite;AFRIQUE;GIN;Guinee;385;78;2214;8;0,1729548;2022;hommes
Nationalite;AFRIQUE;GMB;Gambie;12;1;279;1;0,044520548;2022;hommes
Nationalite;AFRIQUE;GNB;Guinee-Bissau;3;2;80;0;0,058823529;2022;hommes
Nationalite;AFRIQUE;KEN;Kenya;3;0;18;0;0,142857143;2022;hommes
Nationalite;AFRIQUE;LBR;Liberia;4;0;55;0;0,06779661;2022;hommes
Nationalite;AFRIQUE;LBY;Libye;30;52;164;1;0,333333333;2022;hommes
Nationalite;AFRIQUE;MAR;Maroc;60;4;261;4;0,196923077;2022;hommes
Nationalite;AFRIQUE;MDG;Madagascar;16;12;303;3;0,084592145;2022;hommes
Nationalite;AFRIQUE;MLI;Mali;107;52;1574;3;0,091748413;2022;hommes
Nationalite;AFRIQUE;MRT;Mauritanie;191;7;1296;4;0,13253012;2022;hommes
Nationalite;AFRIQUE;MUS;Maurice;13;3;13;0;0,551724138;2022;hommes
Nationalite;AFRIQUE;NER;Niger;5;8;87;2;0,13;2022;hommes
Nationalite;AFRIQUE;NGA;Nigeria;197;19;2263;5;0,087131908;2022;hommes
Nationalite;AFRIQUE;RWA;Rwanda;78;3;125;1;0,393203883;2022;hommes
Nationalite;AFRIQUE;SDN;Soudan;295;358;1182;14;0,355858311;2022;hommes
Nationalite;AFRIQUE;SEN;Senegal;94;11;803;3;0,115638767;2022;hommes
Nationalite;AFRIQUE;SLE;Sierra Leone;39;8;312;3;0,13091922;2022;hommes
Nationalite;AFRIQUE;SOM;Somalie;215;700;1907;3;0,324238129;2022;hommes
Nationalite;AFRIQUE;SSD;Soudan du Sud;40;1;16;0;0,719298246;2022;hommes
Nationalite;AFRIQUE;TCD;Tchad;50;22;1060;10;0,06360424;2022;hommes
Nationalite;AFRIQUE;TGO;Togo;33;2;166;0;0,174129353;2022;hommes
Nationalite;AFRIQUE;TUN;Tunisie;31;3;262;6;0,114864865;2022;hommes
Nationalite;AFRIQUE;ZAF;Afrique du Sud;10;0;5;0;0,666666667;2022;hommes
Nationalite;AMERIQUES;BRA;Bresil;11;1;108;1;0,1;2022;hommes
Nationalite;AMERIQUES;COL;Colombie;72;75;779;11;0,1587473;2022;hommes
Nationalite;AMERIQUES;CUB;Cuba;37;5;133;0;0,24;2022;hommes
Nationalite;AMERIQUES;DOM;Dominicaine (Rep.);18;10;94;3;0,229508197;2022;hommes
Nationalite;AMERIQUES;HTI;Haiti;170;168;1295;2;0,206981017;2022;hommes
Nationalite;AMERIQUES;NIC;Nicaragua;6;0;18;2;0,25;2022;hommes
Nationalite;AMERIQUES;PER;Perou;3;20;150;3;0,132947977;2022;hommes
Nationalite;AMERIQUES;SLV;Salvador;1;2;26;0;0,103448276;2022;hommes
Nationalite;AMERIQUES;VEN;Venezuela;137;19;242;2;0,391959799;2022;hommes
Nationalite;ASIE;AFG;Afghanistan;8331;54;5114;107;0,621157123;2022;hommes
Nationalite;ASIE;BGD;Bangladesh;297;87;7023;2;0,051842851;2022;hommes
Nationalite;ASIE;CHN;Chine;620;0;26;0;0,959752322;2022;hommes
Nationalite;ASIE;IND;Inde;7;2;238;2;0,036437247;2022;hommes
Nationalite;ASIE;IRN;Iran;85;1;139;0;0,382222222;2022;hommes
Nationalite;ASIE;IRQ;Irak;84;39;211;4;0,368263473;2022;hommes
Nationalite;ASIE;KAZ;Kazakhstan;10;0;81;1;0,10989011;2022;hommes
Nationalite;ASIE;KGZ;Kirghizstan;2;1;13;0;0,1875;2022;hommes
Nationalite;ASIE;KWT;Koweit;31;0;40;0;0,436619718;2022;hommes
Nationalite;ASIE;LBN;Liban;31;6;107;2;0,256944444;2022;hommes
Nationalite;ASIE;LKA;Sri Lanka;160;10;1134;1;0,130368098;2022;hommes
Nationalite;ASIE;MMR;Birmanie;9;0;9;0;0,5;2022;hommes
Nationalite;ASIE;MNG;Mongolie;5;5;34;0;0,227272727;2022;hommes
Nationalite;ASIE;NPL;Nepal;2;1;92;0;0,031578947;2022;hommes
Nationalite;ASIE;PAK;Pakistan;141;39;2994;16;0,056710775;2022;hommes
Nationalite;ASIE;PSE;Palestine (autorite);76;3;64;0;0,552447552;2022;hommes
Nationalite;ASIE;SYR;Syrie;969;1070;236;5;0,896263736;2022;hommes
Nationalite;ASIE;TJK;Tadjikistan;6;1;39;1;0,152173913;2022;hommes
Nationalite;ASIE;YEM;Yemen;40;52;44;3;0,676470588;2022;hommes
Nationalite;EUROPE;ALB;Albanie;82;214;3494;70;0,078100264;2022;hommes
Nationalite;EUROPE;ARM;Armenie;15;34;989;15;0,047206166;2022;hommes
Nationalite;EUROPE;AZE;Azerbaidjan;23;4;254;7;0,096085409;2022;hommes
Nationalite;EUROPE;BIH;Bosnie-Herzegovine;11;4;252;3;0,056179775;2022;hommes
Nationalite;EUROPE;BLR;Bielorussie;36;3;57;1;0,40625;2022;hommes
Nationalite;EUROPE;GEO;Georgie;80;67;4386;77;0,032428855;2022;hommes
Nationalite;EUROPE;MDA;Moldavie;3;5;483;7;0,016293279;2022;hommes
Nationalite;EUROPE;MKD;Macedoine du Nord (Rep.);5;8;252;18;0,049056604;2022;hommes
Nationalite;EUROPE;RUS;Russie;246;20;530;27;0,334170854;2022;hommes
Nationalite;EUROPE;SRB;Serbie;25;10;382;25;0,083932854;2022;hommes
Nationalite;EUROPE;TUR;Turquie;952;20;6276;15;0,13410596;2022;hommes
Nationalite;EUROPE;UKR;Ukraine;43;242;86;211;0,76819407;2022;hommes
Nationalite;EUROPE;XXK;Kosovo;43;22;644;11;0,09167842;2022;hommes
